stock_code,fiscal_year,TFPC1,TFPC2,TFPC3,TFPC4,TFPC7,TFPC12,TFPC15,TFPC17,TFPC20,TFPC26,neg_TFPC2
320,2022,0.47333020599015574,-0.07133712459418326,0.14184644435155222,0.07908303331301644,0.2839773375099523,0.1068285042150885,-0.26424907265633957,0.10598023472579757,0.034387520839404113,0.02612843846477517,0.07133712459418326
320,2023,0.4583511605897956,-0.07772196628431371,0.14814117231518611,0.07910527775531818,0.2830877521107997,0.10456157901917484,-0.2666163767817255,0.10529428224346916,0.03201252329684983,0.027532963303501815,0.07772196628431371
320,2024,0.46315523903971106,-0.08930130942911411,0.1394619512991954,0.08533209350209946,0.2756038831776431,0.11286110981016195,-0.2671621885925151,0.07823618362025032,0.024152977971337634,0.014268224432641441,0.08930130942911411
370,2022,0.320719018432521,0.09771908907209878,-0.38929305469423275,-0.005558682416066769,-0.11670850747201757,0.014461646528438829,-0.14283014640860475,0.027287949034484612,-0.013313498282452188,0.011295222641031815,-0.09771908907209878
370,2023,0.41475294006648955,0.20197412994724206,-0.39486730080776217,0.009465834574616031,0.00682528667944997,0.02387587435886558,-0.13917664553813097,-0.02412599304997383,-0.031446491881855006,0.03700338011681661,-0.20197412994724206
370,2024,0.3750840953821579,0.16356206187057715,-0.4310352227800325,0.0023130426187065625,-0.15272167891723068,0.004795176776771605,-0.12934199003419547,0.02747337395124312,-0.03306697583996937,-0.009619261756545632,-0.16356206187057715
390,2022,0.6086431320558883,-0.07390255743989425,0.2198003482647196,0.10714137708683508,0.20306845219144337,0.09133411812468205,-0.21859318977878953,0.003761346659868646,-0.08147165123953866,-0.06644943168994655,0.07390255743989425
390,2023,0.5231725883934413,-0.16440356459261196,0.1837953650908288,0.07552186344969258,0.2654751153465561,0.12652889552021962,-0.2725860947054094,-0.04496880850830306,-0.04173126859244025,-0.0996974615310033,0.16440356459261196
390,2024,0.49429400425000125,-0.16778907803806786,0.1462213337514358,0.07437072185644286,0.22897270097776584,0.09785658661748933,-0.2555762555071176,-0.0429713790613986,-0.040268945718584435,-0.08935645651190433,0.16778907803806786
400,2022,0.09828752240411535,-0.03257181966475345,-0.016154363285652416,-0.08199637621926602,0.038067848029872224,-0.008124515537669852,-0.13490793083596653,0.10000239596943697,-0.07297203999133973,0.2600827650494485,0.03257181966475345
400,2023,0.40256570978778494,0.25337937399470156,-0.27771619355177196,-0.028399672666330943,-0.16313841251634684,0.002331007272100549,-0.12460109436940392,-1.81231195250214e-05,-0.01720831343361889,-0.03538639553882818,-0.25337937399470156
400,2024,0.184317120152129,0.06876909317006646,-0.05435164205168198,-0.038340353971469565,-0.06318816243822181,-0.06359257444197375,0.05446923315839485,-0.10696452942319255,-0.10330728278757188,-0.07074505746384194,-0.06876909317006646
430,2022,0.4251205591890726,0.1472449825802706,0.101315938937891,0.08506252030245899,0.07708522997449349,0.27595388737490867,0.06485164787631599,-0.036522330471140736,0.13767721032852187,0.01758318701486347,-0.1472449825802706
430,2023,0.40954251139103354,0.1450821462277839,0.1145960851988004,0.10090024852145257,0.07332457167336685,0.2784913591847153,0.07961637650870794,-0.041110100445681926,0.14801771690416832,-0.004915743346980237,-0.1450821462277839
430,2024,0.5739089109743001,0.3095559174152172,0.2081149617155178,-0.07085003783095546,0.07902176977911374,0.2217702376742896,0.07506174085840163,-0.05647702991860399,0.08743469051863617,-0.013607563099261723,-0.3095559174152172
480,2022,0.5313357494840854,0.19399396984067271,0.08886027954358494,0.0030512403552903564,-0.027829838955982143,0.02169037497527241,0.1471975909553695,-0.2284393593102099,-0.11297046445430979,0.19697561005282233,-0.19399396984067271
