stock_code,fiscal_year,Climate Change,Natural Capital,Pollution & Waste,Human Capital,Product Liability,Community Relations,Corporate Governance,Business Ethics & Values,Non-ESG,E_finbert,S_finbert,G_finbert,X_finbert
000240,2022,0.10050279985058724,0.028003491851610735,0.009265398212900275,0.06576677545158685,0.09712898159769419,0.0942979717425153,0.566776350945207,0.014389504991841558,0.023868704851552406,0.04592389663836608,0.08573124293059879,0.29058292796852425,0.023868704851552406
000240,2023,0.07349407494378586,0.016748239486090218,0.003995526884682477,0.1273375220829621,0.005088133859680965,0.09895398221948805,0.6579734571976588,0.010792803793447093,0.0056162389383340875,0.03141261377151952,0.07712654605404369,0.3343831304955529,0.0056162389383340875
000240,2024,0.1532410870450327,0.015511108964260313,0.05249866443808146,0.16828239761248587,0.016924306049033822,0.0762379417733644,0.4693694460189103,0.03068927817817201,0.017245769886011703,0.07375028681579149,0.08714821514496136,0.25002936209854115,0.017245769886011703
000250,2022,0.04643088776252365,0.01898933177497903,0.01760575016461579,0.011509202337557716,0.38874473179125096,0.024625904409081807,0.4210087146077837,0.034726303602967946,0.03635918819678149,0.027675323234039494,0.14162661284596348,0.22786750910537584,0.03635918819678149
000250,2023,0.017706385062774645,0.011074817684129813,0.009615667263278737,0.1489895965787582,0.12451690795714968,0.028878596657887102,0.30737991039059126,0.2413418088806793,0.11049629824701697,0.012798956670061064,0.10079503373126499,0.2743608596356353,0.11049629824701697
000250,2024,0.014978622907074168,0.03441970987769309,0.011208331846864894,0.03320202036993578,0.144346078945091,0.08327385633019731,0.3750277426908724,0.21449127583764493,0.08905234660487622,0.020202221543877383,0.08694065188174137,0.29475950926425865,0.08905234660487622
000270,2022,0.13199057379720866,0.037749041166361644,0.1266238388980994,0.0568760027443724,0.17545528064684254,0.07446713884876642,0.30886355845030355,0.04169079255578773,0.046283771283231634,0.09878781795388991,0.10226614074666046,0.17527717550304564,0.046283771283231634
000270,2023,0.183072515264846,0.029904494270270403,0.14080450406226402,0.06676843023235098,0.14808455607980692,0.08720894244974121,0.28011626136960843,0.04216377633304383,0.021876513975887343,0.11792717119912681,0.1006873095872997,0.16114001885132612,0.021876513975887343
000270,2024,0.1662593855871819,0.032011773690049136,0.18628136000313264,0.06035754752561583,0.12331392515500608,0.07296228028218528,0.31123917006189006,0.043566626633816795,0.004007923451717943,0.12818417309345456,0.08554458432093574,0.17740289834785342,0.004007923451717943
000320,2022,0.018323707776289666,0.011893119633896276,0.06321124128226074,0.14539581057761097,0.23134496165857854,0.11311959710292285,0.26229932341811946,0.09347369181341492,0.06093853362472146,0.031142689564148895,0.16328678977970412,0.1778865076157672,0.06093853362472146
